"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-02","0.00","0.0","0.0",,"43","30"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-03","0.16","0.0","0.0",,"44","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-04","0.10","0.0","0.0",,"50","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-05","0.12","0.0","0.0",,"44","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-06","0.08","0.0","0.0",,"45","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-07","0.09","0.0","0.0",,"50","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-08","0.64","0.0","0.0",,"53","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-09","1.51","0.0","0.0",,"50","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-10","0.01","0.0","0.0",,"38","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-11","0.00","0.0","0.0",,"37","27"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-12","0.00","0.0","0.0",,"37","25"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-13","0.00","0.0","0.0",,"36","24"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-14","0.00","0.0","0.0",,"38","28"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-15","0.00","0.0","0.0",,"44","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-16","0.00","0.0","0.0",,"43","25"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-17","0.00","0.0","0.0",,"39","27"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-18","0.00","0.0","0.0",,"38","30"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-19","0.00","0.0","0.0",,"34","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-20","0.00","0.0","0.0",,"38","31"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-21","0.00","0.0","0.0",,"36","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-22","0.00","0.0","0.0",,"38","29"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-23","0.20","0.0","0.0",,"45","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-24","0.23","0.0","0.0",,"45","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-25","0.12","0.0","0.0",,"51","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-26","0.09","0.0","0.0",,"47","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-27","0.07","0.0","0.0",,"42","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-28","0.31","0.0","0.0",,"43","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-29","0.17","0.0","0.0",,"47","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-30","0.14","0.0","0.0",,"48","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-01-31","0.12","0.0","0.0",,"49","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-01","0.01","0.0","0.0",,"53","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-02","0.00","0.0","0.0",,"43","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-03","0.09","0.0","0.0",,"48","37"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-04","0.00","0.0","0.0",,"51","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-05","0.13","0.0","0.0",,"50","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-06","0.04","0.0","0.0",,"51","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-07","0.05","0.0","0.0",,"49","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-08","0.00","0.0","0.0",,"46","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-09","0.01","0.0","0.0",,"47","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-10","0.00","0.0","0.0",,"48","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-11","0.01","0.0","0.0",,"47","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-12","0.04","0.0","0.0",,"52","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-13","0.09","0.0","0.0",,"49","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-14","0.04","0.0","0.0",,"49","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-15","0.00","0.0","0.0",,"56","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-16","0.00","0.0","0.0",,"52","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-17","0.00","0.0","0.0",,"49","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-18","0.00","0.0","0.0",,"46","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-19","0.00","0.0","0.0",,"51","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-20","0.06","0.0","0.0",,"46","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-21","0.02","0.0","0.0",,"44","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-22","0.37","0.0","0.0",,"46","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-23","0.01","0.0","0.0",,"50","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-24","0.00","0.0","0.0",,"48","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-25","0.09","0.0","0.0",,"51","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-26","0.02","0.0","0.0",,"48","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-27","0.18","0.0","0.0",,"50","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-02-28","0.32","0.0","0.0",,"53","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-01","0.16","0.0","0.0",,"59","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-02","0.03","0.0","0.0",,"57","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-03","0.00","0.0","0.0",,"52","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-04","0.00","0.0","0.0",,"56","32"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-05","0.00","0.0","0.0",,"49","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-06","0.47","0.0","0.0",,"45","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-07","0.29","0.0","0.0",,"54","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-08","0.00","0.0","0.0",,"53","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-09","0.00","0.0","0.0",,"55","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-10","0.03","0.0","0.0",,"46","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-11","0.05","0.0","0.0",,"51","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-12","0.08","0.0","0.0",,"55","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-13","0.09","0.0","0.0",,"53","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-14","0.11","0.0","0.0",,"53","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-15","0.00","0.0","0.0",,"58","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-16","0.17","0.0","0.0",,"51","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-17","0.00","0.0","0.0",,"48","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-18","0.00","0.0","0.0",,"53","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-19","0.46","0.0","0.0",,"55","35"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-20","0.39","0.0","0.0",,"52","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-21","0.32","0.0","0.0",,"50","36"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-22","0.00","0.0","0.0",,"49","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-23","0.00","0.0","0.0",,"50","34"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-24","0.00","0.0","0.0",,"54","33"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-25","0.00","0.0","0.0",,"62","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-26","0.00","0.0","0.0",,"62","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-27","0.01","0.0","0.0",,"56","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-28","0.08","0.0","0.0",,"61","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-29","0.00","0.0","0.0",,"65","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-30","0.00","0.0","0.0",,"68","42"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-03-31","0.00","0.0","0.0",,"69","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-01","0.00","0.0","0.0","55","63","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-02","0.00","0.0","0.0","53","57","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-03","0.00","0.0","0.0","53","62","46"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-04","0.33","0.0","0.0","54","58","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-05","0.73","0.0","0.0","54","57","50"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-06","0.50","0.0","0.0","50","54","45"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-07","1.54","0.0","0.0","45","47","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-08","0.03","0.0","0.0","46","56","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-09","0.00","0.0","0.0","48","54","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-10","0.37","0.0","0.0","53","59","48"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-11","0.06","0.0","0.0","49","54","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-12","0.38","0.0","0.0","46","46","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-13","0.37","0.0","0.0","43","51","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-14","0.23","0.0","0.0","44","55","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-15","0.00","0.0","0.0","46","57","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-16","0.01","0.0","0.0","46","57","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-17","0.00","0.0","0.0","49","59","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-18","0.21","0.0","0.0","49","53","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-19","0.81","0.0","0.0","51","56","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-20","0.00","0.0","0.0","51","57","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-21","0.13","0.0","0.0","49","54","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-22","0.00","0.0","0.0","49","61","41"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-23","0.00","0.0","0.0","51","64","39"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-24","0.00","0.0","0.0","55","70","43"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-25","0.00","0.0","0.0","58","71","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-26","0.00","0.0","0.0","57","69","47"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-27","0.00","0.0","0.0","57","57","51"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-28","0.04","0.0","0.0","53","59","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-29","0.15","0.0","0.0","50","57","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-04-30","0.00","0.0","0.0","47","55","40"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-05-01","0.00","0.0","0.0","50","65","38"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-05-02","0.00","0.0","0.0","56","69","44"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-05-03","0.00","0.0","0.0","58","71","49"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-05-04","0.00","0.0","0.0","64","77","52"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-05-05","0.00","0.0","0.0","69","84","53"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-05-06","0.00","0.0","0.0","71","87","54"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2013-05-07","0.00","0.0","0.0","63","69","52"
